CODESC;NOMESC;Dir;MUN;NIVEL SOCIOECONOMICO DOS ALUNOS
3724;ROLDAO LOPES DE BARROS PROFESSOR;CENTRO SUL;SAO PAULO;1,62
3736;LUDOVINA CREDIDIO PEIXOTO;CENTRO OESTE;SAO PAULO;3,61
3748;ARCY MAJOR;CENTRO SUL;SAO PAULO;2,37
3759;MARIA JOSE;CENTRO SUL;SAO PAULO;4,05
3773;COSTA MANSO MINISTRO;CENTRO OESTE;SAO PAULO;1,36
3797;FABIANO LOZANO MAESTRO;CENTRO SUL;SAO PAULO;1,78
3803;VICTOR OLIVA PROFESSOR;CENTRO OESTE;SAO PAULO;3,17
3815;FLORIANO MARECHAL;CENTRO SUL;SAO PAULO;3,4
3827;RODRIGUES ALVES;CENTRO SUL;SAO PAULO;2,44
3839;GODOFREDO FURTADO;CENTRO OESTE;SAO PAULO;2,16
3840;CARLOS MAXIMILIANO PEREIRA DOS SANTOS;CENTRO OESTE;SAO PAULO;2,77
3852;CAETANO DE CAMPOS (CONSOLACAO);CENTRO;SAO PAULO;3,28
3864;CECILIANO JOSE ENNES PROFESSOR;CENTRO OESTE;SAO PAULO;4,37
3876;BRASILIO MACHADO;CENTRO OESTE;SAO PAULO;3,52
3888;MARTIM FRANCISCO;CENTRO OESTE;SAO PAULO;1,67
3897;ALFREDO BRESSER;CENTRO OESTE;SAO PAULO;3,96
3918;ARISTIDES DE CASTRO;CENTRO OESTE;SAO PAULO;2,7
3924;NAPOLEAO DE CARVALHO FREIRE PROFESSOR;CENTRO OESTE;SAO PAULO;1,7
3931;OSWALDO ARANHA;CENTRO OESTE;SAO PAULO;2,32
3943;JACYRA MOYA MARTINS CARVALHO PROFESSORA;CENTRO OESTE;SAO PAULO;4,41
3955;KEIZO ISHIHARA;CENTRO OESTE;SAO PAULO;2,24
3967;KYRILLOS DOUTOR;CENTRO OESTE;SAO PAULO;1,41
3980;LOURENCO FILHO PROFESSOR;CENTRO OESTE;SAO PAULO;2,49
3992;MARIO DE ANDRADE;CENTRO OESTE;SAO PAULO;4,14
4005;MARIA EUGENIA MARTINS PROFESSORA;CENTRO OESTE;SAO PAULO;5,26
4029;FLAVIA VIZIBELI PIRRO PROFESSORA;CENTRO OESTE;SAO PAULO;4,69
4030;GUIOMAR ROCHA RINALDI PROFESSORA;CENTRO OESTE;SAO PAULO;4,48
4039;JARDIM SÃƒO MATHEUS;VOTORANTIM;VOTORANTIM;5,42
4042;HENRIQUE DUMONT VILLARES;CENTRO OESTE;SAO PAULO;5,16
4065;MARIA CARMEN CODO JACOMINI;LIMEIRA;SANTA GERTRUDES;4,12
4066;ARCHITICLINO SANTOS PROFESSOR;CENTRO OESTE;SAO PAULO;3,3
4078;CESAR MARTINEZ;CENTRO OESTE;SAO PAULO;2,08
4085;CLORINDA DANTI PROFESSORA;CENTRO OESTE;SAO PAULO;5,59
4091;DANIEL PAULO VERANO PONTES PROFESSOR;CENTRO OESTE;SAO PAULO;4,23
4092;JARDIM DOS OITIS;ARARAQUARA;ARARAQUARA;4,45
4102;JOÃƒO CARLOS PADILHA DE SIQUEIRA;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;4,52
4112;LUIS ELIAS ATTIE;CENTRO OESTE;SAO PAULO;5,62
4118;BAIRRO ÃGUA BRANCA;CARAGUATATUBA;ILHABELA;4,91
4121;EMYGIDIO DE BARROS PROFESSOR;CENTRO OESTE;SAO PAULO;2,77
4133;ENNIO VOSS PROFESSOR;CENTRO OESTE;SAO PAULO;1,61
4145;ALBERTO LEVY PROFESSOR;CENTRO OESTE;SAO PAULO;1,35
4157;ALBERTO TORRES;CENTRO OESTE;SAO PAULO;2,99
4169;ANA ROSA DE ARAUJO DONA;CENTRO OESTE;SAO PAULO;2,59
4170;ANDRONICO DE MELLO PROFESSOR;CENTRO OESTE;SAO PAULO;1,73
4191;CIDADE ARISTON ESTELA AZEVEDO VI;CARAPICUIBA;CARAPICUIBA;4,65
4194;ADALGIZA SEGURADO DA SILVEIRA PROFESSORA;CENTRO OESTE;SAO PAULO;5,72
4200;ADOLFINO DE ARRUDA CASTANHO PROFESSOR;CENTRO OESTE;SAO PAULO;4,54
4212;ADOLFO GORDO SENADOR;CENTRO OESTE;SAO PAULO;2,24
4224;VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO;CENTRO OESTE;SAO PAULO;2,01
4236;PEDRO FONSECA PROFESSOR;CENTRO OESTE;SAO PAULO;4,5
4248;THOMAZIA MONTORO;CENTRO OESTE;SAO PAULO;3,78
4259;ADOLFO TRIPOLI PROFESSOR;CENTRO OESTE;SAO PAULO;4,94
4273;DEMOSTHENES MARQUES PROFESSOR;CENTRO SUL;SAO PAULO;5,34
4285;JACQUES MARITAIN;CENTRO SUL;SAO PAULO;4,13
4297;MURTINHO NOBRE DOUTOR;CENTRO SUL;SAO PAULO;2,82
4303;ADELINA ISSA ASHCAR;CENTRO SUL;SAO PAULO;5,1
4315;JULIO DE MESQUITA FILHO;CENTRO SUL;SAO PAULO;3,63
4327;ITAUNA VISCONDE DE;CENTRO SUL;SAO PAULO;2,51
4339;ATALIBA DE OLIVEIRA PROFESSOR;CENTRO SUL;SAO PAULO;4,56
4340;ROOSEVELT PRESIDENTE;CENTRO SUL;SAO PAULO;4,4
4364;ASTROGILDO SILVA PROFESSOR;CENTRO SUL;SAO PAULO;4,12
4388;SEMINARIO NOSSA SENHORA DA GLORIA;CENTRO SUL;SAO PAULO;1,59
4397;JOSE ESCOBAR PROFESSOR;CENTRO SUL;SAO PAULO;5,6
4406;MILDRE ALVARES BIAGGI PROFESSORA;CENTRO SUL;SAO PAULO;3,36
4418;NOSSA SENHORA APARECIDA;CENTRO SUL;SAO PAULO;5,25
4424;FRANCISCO DE ASSIS REYS;CENTRO SUL;SAO PAULO;3,06
4431;MANUELA LACERDA VERGUEIRO;CENTRO SUL;SAO PAULO;5,17
4443;ODON CAVALCANTI PROFESSOR;CENTRO SUL;SAO PAULO;4,47
4455;OSCAR THOMPSON;CENTRO SUL;SAO PAULO;3,45
4467;GOMES CARDIM PROFESSOR;CENTRO SUL;SAO PAULO;3,14
4479;ALEXANDRE DE GUSMAO;CENTRO SUL;SAO PAULO;1,89
4480;EURYDICE ZERBINI PROFESSORA;CENTRO SUL;SAO PAULO;3,11
4492;GUALTER DA SILVA PROFESSOR;CENTRO SUL;SAO PAULO;4,68
4509;MARIA ODILA GUIMARAES BUENO PROFESSORA;CENTRO SUL;SAO PAULO;5,37
4510;TEOTONIO ALVES PEREIRA;CENTRO SUL;SAO PAULO;3,57
4522;RAUL CARDOSO DE ALMEIDA PROFESSOR;CENTRO SUL;SAO PAULO;3,14
4534;REDUCINO DE OLIVEIRA LARA PROFESSOR;SUL 1;SAO PAULO;4,22
4546;RAUL FONSECA;CENTRO SUL;SAO PAULO;1,86
4558;DANDOLO FREDIANI PROFESSOR;SUL 1;SAO PAULO;5,32
4561;VALENTIM GENTIL;CENTRO SUL;SAO PAULO;5,18
4571;PAULO ROSSI PROFESSOR;CENTRO OESTE;SAO PAULO;1,17
4583;LAIS AMARAL VICENTE PROFESSORA;SUL 1;SAO PAULO;4,44
4595;LYGIA DE AZEVEDO SOUZA E SA PROFESSORA;CENTRO OESTE;SAO PAULO;3,22
4601;JULIA COLLACO FRANCA PROFESSORA;CENTRO SUL;SAO PAULO;4,51
4613;MARIA AUGUSTA DE MORAES NEVES PROFESSORA;SUL 1;SAO PAULO;5,4
4625;MARIA RIBEIRO GUIMARAES BUENO PROFESSORA;CENTRO OESTE;SAO PAULO;3,24
4649;CALIXTO DE SOUZA ARANHA PROFESSOR;CENTRO SUL;SAO PAULO;5,09
4662;HELENA LEMMI PROFESSORA;CENTRO OESTE;SAO PAULO;2,65
4674;HELOISA CARNEIRO PROFESSORA;SUL 1;SAO PAULO;3,65
4686;PEROLA BYINGTON DONA;SUL 1;SAO PAULO;5,24
4698;ANGELO MENDES DE ALMEIDA DOUTOR;SUL 1;SAO PAULO;3,88
4704;CARLOS AUGUSTO DE FREITAS VILLALVA JUNIOR DOUTOR;SUL 1;SAO PAULO;2,08
4714;JARDIM VALE DO SOL;ARARAQUARA;ARARAQUARA;4,45
4716;ERICO DE ABREU SODRE;CENTRO OESTE;SAO PAULO;3,52
4728;JOAO MARIA PIRES DE AGUIAR PROFESSOR;SUL 1;SAO PAULO;5,17
4736;JOAO AMOS COMENIUS;SUL 1;SAO PAULO;3,28
4741;JULIO RIBEIRO;CENTRO SUL;SAO PAULO;3,46
4753;NELSON FERNANDES DEPUTADO;SUL 1;SAO PAULO;2,79
4765;BARROSO ALMIRANTE;CENTRO OESTE;SAO PAULO;4,21
4777;ANTONIO ALCANTARA MACHADO;CENTRO SUL;SAO PAULO;2,04
4789;ANTONIO CASTELAR DE FRANCESCHI;CENTRO SUL;SAO PAULO;2,63
4790;BRASILIO MACHADO;CENTRO SUL;SAO PAULO;1,13
4807;DOMINGOS QUIRINO FERREIRA CORONEL;SUL 1;SAO PAULO;2,54
4819;RAUL HUMAITA VILLA NOVA CORONEL;CENTRO SUL;SAO PAULO;3,42
4820;JOSE VICENTE DE AZEVEDO CONDE;CENTRO SUL;SAO PAULO;2,27
4832;RUI BLOEM;CENTRO OESTE;SAO PAULO;0,46
4844;ARTUR SABOIA;CENTRO SUL;SAO PAULO;2,58
4856;PEDRO VOSS PROFESSOR;CENTRO SUL;SAO PAULO;3,45
4868;LEONOR QUADROS;SUL 1;SAO PAULO;4,77
4873;ISABEL PRINCESA;CENTRO SUL;SAO PAULO;3
4881;EDMEA ATTAB PROFESSORA;SUL 1;SAO PAULO;5,98
4893;LASAR SEGALL;CENTRO SUL;SAO PAULO;1,66
4900;JOANNA ABRAHAO PROFESSORA;SUL 1;SAO PAULO;6,18
4911;RENATO BRAGA PROFESSOR;SUL 2;SAO PAULO;3,19
4923;JOAO SILVA PROFESSOR;SUL 2;SAO PAULO;4,56
4935;DULCE CARNEIRO PROFESSORA;SUL 1;SAO PAULO;3,16
4947;NEYDE APPARECIDA SOLLITTO PROFESSORA;SUL 1;SAO PAULO;4,54
4959;LUIZA MARCELINA BRANCA CHAIB;SUL 1;SAO PAULO;5,49
4960;EUGENIO ZERBINI PROFESSOR;SUL 1;SAO PAULO;4,81
4972;NIPO BRASILEIRA;SUL 1;SAO PAULO;3,21
4984;MARIA PETRONILA LIMEIRA DOS MILAGRES MONTEIRO PROFESSORA;SUL 1;SAO PAULO;2,6
4996;DAVINA AGUIAR DIAS PROFESSORA;SUL 2;SAO PAULO;5,08
5009;BEATRIZ DE QUADROS LEME PROFESSORA;SUL 2;SAO PAULO;4,11
5010;LEOPOLDO SANTANA PROFESSOR;SUL 2;SAO PAULO;2,9
5022;JUVENTINA PATRICIA SANT ANA PROFESSORA;SUL 1;SAO PAULO;3,85
5034;MARTINS PENA;SUL 1;SAO PAULO;3,17
5046;JOSE NASCIMENTO PROFESSOR;SUL 1;SAO PAULO;5,85
5058;BENTO PEREIRA DA ROCHA PROFESSOR;SUL 1;SAO PAULO;4,49
5061;ZULMIRA CAVALHEIRO FAUSTINO DONA;SUL 2;SAO PAULO;4,24
5071;EUSEBIO DE PAULA MARCONDES PROFESSOR;SUL 1;SAO PAULO;4,11
5083;JOAQUIM ADOLFO DE ARAUJO PROFESSOR;SUL 1;SAO PAULO;2,42
5095;HUGO LACORTE VITALE DEPUTADO;SUL 1;SAO PAULO;4,67
5113;MEXICO;SUL 1;SAO PAULO;4,08
5125;PAULO EIRO;SUL 1;SAO PAULO;3,96
5137;ZENAIDE LOPES DE OLIVEIRA GODOY PROFESSORA;SUL 1;SAO PAULO;3,21
5149;JOAO EVANGELISTA COSTA PROFESSOR;SUL 1;SAO PAULO;3,16
5150;MANUEL BORBA GATO;SUL 1;SAO PAULO;4,35
5162;ALBERTO CONTE PROFESSOR;SUL 1;SAO PAULO;2,8
5174;LUIS ARROBAS MARTINS DOUTOR;SUL 1;SAO PAULO;2,07
5186;LUIZ GONZAGA PINTO E SILVA PROFESSOR;SUL 2;SAO PAULO;4,32
5198;PLINIO NEGRAO;SUL 1;SAO PAULO;2,52
5204;KENNEDY PRESIDENTE;SUL 1;SAO PAULO;3,13
5216;ISALTINO DE MELLO PROFESSOR;SUL 1;SAO PAULO;1,95
5228;SABOIA DE MEDEIROS PADRE EE;SUL 1;SAO PAULO;1,58
5236;MARIA PECCIOLI GIANNASI PROFESSORA;SUL 2;SAO PAULO;4,87
5241;PAULO OCTAVIO DE AZEVEDO PROFESSOR;SUL 2;SAO PAULO;5,32
5253;JOAO DE DEUS CARDOSO DE MELLO;SUL 2;SAO PAULO;5,39
5265;ORLANDO MENDES DE MORAES PROFESSOR;SUL 2;SAO PAULO;5
5277;BEATRIZ LOPES PROFA;SUL 3;SAO PAULO;3,07
5289;ALBERTO SALOTTI PROF EE;SUL 3;SAO PAULO;3,44
5290;LEVI CARNEIRO;SUL 3;SAO PAULO;4,94
5307;PAULINO NUNES ESPOSO;SUL 3;SAO PAULO;3,59
5319;ALEXANDRE MARCONDES FILHO SENADOR;SUL 3;SAO PAULO;5,71
5320;PRISCILIANA DUARTE DE ALMEIDA DONA;SUL 3;SAO PAULO;5,06
5332;ERNESTINO LOPES DA SILVA PROF;SUL 3;SAO PAULO;5,25
5344;HILTON REIS SANTOS PROF;SUL 3;SAO PAULO;5,74
5356;DUARTE LEOPOLDO E SILVA DOM;SUL 3;SAO PAULO;2,41
5368;JOSE VIEIRA DE MORAES PROF;SUL 3;SAO PAULO;2,56
5373;JOSE GERALDO DE LIMA PROF EE;SUL 3;SAO PAULO;5,57
5381;ADOLFO CASAIS MONTEIRO PROF;SUL 3;SAO PAULO;3,89
5393;JUVENTINA MARCONDES DOMINGUES DE CASTRO PROFA;SUL 3;SAO PAULO;6,06
5400;ALFREDO VIANELLO GREGORIO COMENDADOR;SUL 2;SAO PAULO;4,03
5411;AMELIA KERR NOGUEIRA PROFESSORA;SUL 2;SAO PAULO;5,88
5423;CLARINA AMARAL GURGEL PROFA;SUL 3;SAO PAULO;5,97
5435;VICENTE LEPORACE;SUL 2;SAO PAULO;3,9
5447;MARIA AMELIA BRAZ PROFA;SUL 3;SAO PAULO;5,31
5459;HERBERT BALDUS;SUL 3;SAO PAULO;4,76
5460;JERONYMO MONTEIRO;SUL 3;SAO PAULO;4,7
5472;SINHA PANTOJA;SUL 2;SAO PAULO;4,74
5484;JOAO BATISTA DE CARVALHO MONSENHOR;SUL 2;SAO PAULO;4,72
5502;BELEM DA SERRA;CAIEIRAS;FRANCISCO MORATO;4,74
5538;SUZANA DIAS;CAIEIRAS;CAJAMAR;4,85
5548;WALTER RIBAS DE ANDRADE PROF EE;CAIEIRAS;CAJAMAR;3,21
5551;JOAQUIM MARQUES DA SILVA SOBRINHO TTE;CAIEIRAS;CAJAMAR;4,16
5575;ALBERTO GRAF CAPITAO;CAIEIRAS;CAIEIRAS;4,72
5587;ISAIAS LUIZ MATIAZZO;CAIEIRAS;CAIEIRAS;4,53
5599;OLINDO DARTORA DR;CAIEIRAS;CAIEIRAS;5,87
5605;FRANCISCO GONCALVES VIEIRA PROF;CAIEIRAS;CAIEIRAS;4,06
5629;OTTO WEISZFLOG;CAIEIRAS;CAIEIRAS;1,62
5630;WALTHER WEISZFLOG;CAIEIRAS;CAIEIRAS;2,45
5642;NIDE ZAIM CARDOSO PROFA;CAIEIRAS;MAIRIPORA;2,56
5654;ADAMASTOR BAPTISTA PROF;CAIEIRAS;FRANCO DA ROCHA;5,44
5666;AZEVEDO SOARES;CAIEIRAS;FRANCO DA ROCHA;3,58
5678;ISAURA DE MIRANDA BOTTO PROFA;CAIEIRAS;FRANCO DA ROCHA;3,87
5685;HERMELINA DE ALBUQUERQUE PASSARELLA PROFA;CAIEIRAS;MAIRIPORA;3,44
5691;RITUCO MITANI PROFA;CAIEIRAS;FRANCO DA ROCHA;3,46
5708;DOMINGOS CAMBIAGHI PROF;CAIEIRAS;FRANCO DA ROCHA;3,75
5712;BENEDITO FAGUNDES MARQUES;CAIEIRAS;FRANCO DA ROCHA;4,25
5721;PEDRO GALRAO DO NASCIMENTO;CAIEIRAS;MAIRIPORA;6,2
5733;ODARICO OLIVEIRA NASCIMENTO PROF;CAIEIRAS;MAIRIPORA;4,42
5745;PIETRO PETRI;CAIEIRAS;MAIRIPORA;4,21
5769;IRACI SARTORI VIEIRA DA SILVA PROFA;CAIEIRAS;FRANCO DA ROCHA;4,52
5770;CELESTINA VALENTE LENGENFELDER PROFA;CAIEIRAS;FRANCISCO MORATO;3,74
5782;ENNIO CHIESA PROFESSOR;GUARULHOS SUL;GUARULHOS;4,08
5794;CAPISTRANO DE ABREU;GUARULHOS SUL;GUARULHOS;2,47
5800;JOAQUIM GARCIA SALVADOR PROFESSOR;GUARULHOS NORTE;GUARULHOS;5,64
5812;MARIA ROSA BROTA PROFESSORA;GUARULHOS NORTE;GUARULHOS;4,84
5824;CRISPINIANO CONSELHEIRO;GUARULHOS SUL;GUARULHOS;2,28
5836;BRASILIA CASTANHO DE OLIVEIRA DONA;GUARULHOS NORTE;GUARULHOS;4,36
5848;ALBERTO MENDES JR CAPITAO PM;GUARULHOS SUL;GUARULHOS;5,11
5859;MARIA ANGELICA SOAVE PROFESSORA;GUARULHOS NORTE;GUARULHOS;4,27
5861;JOSE SCARAMELLI PROFESSOR;GUARULHOS SUL;GUARULHOS;3,61
5873;CONRADO SIVILA ALSINA PADRE;GUARULHOS NORTE;GUARULHOS;3,84
5885;ROTARY;GUARULHOS SUL;GUARULHOS;5,71
5897;PAULO NOGUEIRA PROFESSOR;GUARULHOS SUL;GUARULHOS;2,31
5903;MARIA HELENA FARIA LIMA E CUNHA;GUARULHOS NORTE;GUARULHOS;5,53
5915;JOSE ALVES DE CERQUEIRA CESAR;GUARULHOS SUL;GUARULHOS;2,72
5927;EMILIA ANNA ANTONIO PROFESSORA;GUARULHOS SUL;GUARULHOS;3,36
5939;PLINIO PAULO BRAGA PROFESSOR;GUARULHOS NORTE;GUARULHOS;5,26
5940;IRMA CELESTE LAR;GUARULHOS SUL;GUARULHOS;5,52
5964;DULCE BREVES NEVES PROFESSORA;GUARULHOS NORTE;GUARULHOS;4,95
5976;MARIA HELENA BARBOSA MARTINS PROFESSORA;GUARULHOS NORTE;GUARULHOS;4,96
5988;MARIA LEONI;GUARULHOS NORTE;GUARULHOS;2,7
5997;VALDIVINO DE CASTRO PEREIRA;GUARULHOS NORTE;GUARULHOS;4,2
6002;AMARO JOSE DOS SANTOS PASTOR;GUARULHOS NORTE;GUARULHOS;4,65
6014;FRANCISCA DE ASSIS FERREIRA NOVAK;GUARULHOS NORTE;GUARULHOS;5,38
6026;ANTONIO DE RE VEREADOR;GUARULHOS SUL;GUARULHOS;2,28
6048;ARY GOMES CORONEL;GUARULHOS SUL;GUARULHOS;4,3
6051;JOSE ROBERTO FRIEBOLIN PROFESSOR;GUARULHOS SUL;GUARULHOS;3,45
6063;FREDERICO DE BARROS BROTERO PROFESSOR;GUARULHOS SUL;GUARULHOS;1,84
6075;ERICO VERISSIMO;GUARULHOS SUL;GUARULHOS;3,01
6087;GENOEFA D AQUINO PACITTI PROFESSORA;GUARULHOS NORTE;GUARULHOS;5,36
6099;JUVENAL RAMOS BARBOSA;GUARULHOS NORTE;GUARULHOS;3,11
6105;CARLOS MACHADO BITENCOURT MARECHAL;GUARULHOS SUL;GUARULHOS;4,01
6117;PAULO ROLIM LOUREIRO DOM;GUARULHOS SUL;GUARULHOS;2,92
6129;FRANCISCA BATISTA TRINDADE PROFESSORA;GUARULHOS SUL;GUARULHOS;3,12
6130;JOSE SYLVIO CIMINO PROFESSOR;GUARULHOS NORTE;GUARULHOS;6,27
6142;MILTON CERNACH PROFESSOR;GUARULHOS NORTE;GUARULHOS;4,86
6154;ROBERTO ALVES DOS SANTOS PROFESSOR;GUARULHOS NORTE;GUARULHOS;4,27
6166;FRANCISCO ANTUNES FILHO;GUARULHOS NORTE;GUARULHOS;3,76
6178;ODETE FERNANDES PINTO DA SILVA PROFA;GUARULHOS NORTE;GUARULHOS;4,72
6185;WALDEMAR FREIRE VERAS VEREADOR;GUARULHOS SUL;GUARULHOS;4,58
6208;ALICE CHUERY PROFESSORA;GUARULHOS SUL;GUARULHOS;3,11
6212;CLARICE LISPECTOR;GUARULHOS SUL;GUARULHOS;3,87
6221;JOAO ALVARES DE SIQUEIRA BUENO;GUARULHOS SUL;GUARULHOS;4,75
6233;JOAO CRISPINIANO SOARES;GUARULHOS SUL;GUARULHOS;3,72
6245;JAIR MIRANDA DOUTOR;GUARULHOS SUL;GUARULHOS;3,46
6257;HOMERO RUBENS DE SA PROFESSOR;GUARULHOS SUL;GUARULHOS;2,2
6269;FABIO FANUCCHI PROFESSOR;GUARULHOS SUL;GUARULHOS;3,59
6270;ZILDA ROMEIRO PINTO MOREIRA DA SILVA PROFESSORA;GUARULHOS SUL;GUARULHOS;5,05
6282;BRUNO RICCO PADRE;GUARULHOS SUL;GUARULHOS;5,26
6294;CHYO YAMAMOTO DONA;GUARULHOS NORTE;GUARULHOS;5,06
6300;ARTHUR MARRET PROFESSOR;GUARULHOS NORTE;GUARULHOS;4,95
6312;ILIA ZILDA INNOCENTI BLANCO PROFESSORA;GUARULHOS NORTE;GUARULHOS;5,94
6324;SANDI MIYAKE CAPITAO AVIADOR;GUARULHOS NORTE;GUARULHOS;4,55
6336;JOAO DE ALMEIDA BARBOSA;GUARULHOS SUL;GUARULHOS;4,69
6348;VALENTIN GONZALEZ ALONSO PADRE;GUARULHOS SUL;GUARULHOS;5,15
6359;JOAO RIBEIRO DE BARROS COMANDANTE;GUARULHOS SUL;GUARULHOS;6,12
6361;ROBERTO HIPOLITO DA COSTA BRIGADEIRO DO AR;GUARULHOS SUL;GUARULHOS;4,43
6373;ANTONIO VIANA DE SOUZA PROFESSOR;GUARULHOS SUL;GUARULHOS;4,08
6385;WASHINGTON LUIZ PEREIRA DE SOUZA DR;JACAREI;ARUJA;3,19
6397;CID AUGUSTO GUELLI PROFESSOR;GUARULHOS SUL;GUARULHOS;5,52
6403;ESLI GARCIA DINIZ PROF;JACAREI;ARUJA;3,36
6415;RENE DE OLIVEIRA BARBOSA DR;JACAREI;ARUJA;4,69
6427;JOAO CAVALHEIRO SALEM PROFESSOR;GUARULHOS SUL;GUARULHOS;4,7
6439;GUILHERMINO RODRIGUES DE LIMA;GUARULHOS SUL;GUARULHOS;5,18
6440;OSWALDO SAMPAIO ALVES;GUARULHOS SUL;GUARULHOS;5,06
6452;AUGUST JOHANNES FERDINANDUS STAUDER PADRE;GUARULHOS SUL;GUARULHOS;4,82
6464;THEREZINHA CLOSA ELEUTERIO PROFESSORA;GUARULHOS SUL;GUARULHOS;5,86
6476;AMADEU RODRIGUES NORTE;JACAREI;ARUJA;3,86
6488;ESTEVAM DIAS TAVARES PROFESSOR;GUARULHOS NORTE;GUARULHOS;4,39
6497;VICENTE MELRO;GUARULHOS SUL;GUARULHOS;5,33
6506;HAROLDO VELOSO BRIGADEIRO;GUARULHOS NORTE;GUARULHOS;5,47
6531;GUILHERMINO MENDES DE ANDRADE MAJOR;JACAREI;SANTA ISABEL;3,07
6543;LAURENTINA LORENA CORREA DA SILVA PROFA;JACAREI;SANTA ISABEL;4,41
6555;MARIA SANTOS BAIRAO PROFA;JACAREI;SANTA ISABEL;4,68
6567;GABRIELA FREIRE LOBO PROFA;JACAREI;SANTA ISABEL;3,29
6579;APRIGIO DE OLIVEIRA;MOGI DAS CRUZES;MOGI DAS CRUZES;2,7
6592;ADHEMAR BOLINA PROFESSOR;MOGI DAS CRUZES;BIRITIBA-MIRIM;5,12
6610;SENTARO TAKAOKA DOUTOR;MOGI DAS CRUZES;MOGI DAS CRUZES;5,29
6622;SEBASTIAO DE CASTRO PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;4
6646;PEDRO MALOZZE;MOGI DAS CRUZES;MOGI DAS CRUZES;2,76
6658;LEONOR DE OLIVEIRA MELLO;MOGI DAS CRUZES;MOGI DAS CRUZES;3,28
6661;LAURINDA CARDOSO MELLO FREIRE PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;3,89
6671;JOAO CARDOSO DOS SANTOS PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;6,03
6683;GALDINO PINHEIRO FRANCO;MOGI DAS CRUZES;MOGI DAS CRUZES;4,77
6695;GABRIEL PEREIRA;MOGI DAS CRUZES;MOGI DAS CRUZES;2,69
6701;FRANCISCO DE SOUZA MELLO PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;5,92
6713;FRANCISCO FERREIRA LOPES;MOGI DAS CRUZES;MOGI DAS CRUZES;2,24
6725;FIRMINO LADEIRA PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;3,86
6737;OLGA CHAKUR FARAH PROFESSORA;MOGI DAS CRUZES;SALESOPOLIS;4,26
6750;ELISIARIO PINTO DE MORAIS VEREADOR;MOGI DAS CRUZES;SALESOPOLIS;5,62
6762;ROBERTO FEIJO DOUTOR;JACAREI;GUARAREMA;4,36
6774;ANTONIO LERARIO;JACAREI;GUARAREMA;5,78
6798;ARISTOTELES DE ANDRADE PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;5,18
6804;ARLINDO AQUINO DE OLIVEIRA DOUTOR;MOGI DAS CRUZES;MOGI DAS CRUZES;6,5
6816;BENEDITO BORGES VIEIRA PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;5,33
6836;MARIA RODRIGUES GONCALVES PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;2,69
6841;BENEDITO DE SOUZA LIMA;MOGI DAS CRUZES;MOGI DAS CRUZES;5,84
6865;DEODATO WERTHEIMER DOUTOR;MOGI DAS CRUZES;MOGI DAS CRUZES;2,11
6889;AMERICO SUGAI;MOGI DAS CRUZES;MOGI DAS CRUZES;5,59
6890;ANTONIO OLEGARIO DOS SANTOS CARDOSO;MOGI DAS CRUZES;MOGI DAS CRUZES;5,86
6907;MARIA ISABEL DOS SANTOS MELLO PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;6,59
6919;CAMILO FAUSTINO DE MELLO PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;3,73
6920;WASHINGTON LUIZ DOUTOR;MOGI DAS CRUZES;MOGI DAS CRUZES;2,2
6932;MORATO DE OLIVEIRA DOUTOR;SUZANO;SUZANO;3,82
6944;MANUEL DOS SANTOS PAIVA;SUZANO;SUZANO;4,9
6973;DAVID JORGE CURI PROFESSOR;SUZANO;SUZANO;4,97
6981;RAUL BRASIL PROFESSOR;SUZANO;SUZANO;3,59
6993;ROBERTO BIANCHI;SUZANO;SUZANO;6,9
7006;BERTHA CORREA E CASTRO DA ROCHA;ITAQUAQUECETUBA;POA;3,6
7018;BENEDITA GARCIA DA CRUZ PROFESSORA;ITAQUAQUECETUBA;POA;5,04
7024;BRASILIO MACHADO NETO COMENDADOR;SUZANO;SUZANO;6,27
7031;EUSTAQUIO PADRE;ITAQUAQUECETUBA;POA;5,89
7043;ZEIKICHI FUKUOKA;SUZANO;SUZANO;4,44
7055;ANIS FADUL DOUTOR;SUZANO;SUZANO;6,02
7067;CARLOS MOLTENI PROFESSOR;SUZANO;SUZANO;4,31
7079;ZILDA BRACONI AMADOR PROFESSORA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;5,6
7080;EUGENIO VICTORIO DELIBERATO;ITAQUAQUECETUBA;ITAQUAQUECETUBA;5,03
7109;JOSE GAMA DE MIRANDA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;6,08
7122;HOMERO FERNANDO MILANO;ITAQUAQUECETUBA;ITAQUAQUECETUBA;3,91
